QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	51.573456	-3.993029	-0.270000	1
1	0	3	16	0.000000	0.000000	0.000000	0.000000	51.573598	-3.992701	1.110000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	51.573798	-3.992152	1.110000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	51.574012	-3.992704	1.110000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	51.573598	-3.992701	1.110000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	51.574012	-3.992704	1.110000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	51.573598	-3.992701	1.110000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	51.573798	-3.992152	1.110000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	51.574012	-3.992704	1.110000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	51.573598	-3.992701	1.110000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	51.573456	-3.993029	1.110000	1
